Data Medicao	EVAPORACAO DO PICHE, DIARIA(mm)	INSOLACAO TOTAL, DIARIO(h)	PRECIPITACAO TOTAL, DIARIO(mm)	TEMPERATURA MAXIMA, DIARIA(°C)	TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)	TEMPERATURA MINIMA, DIARIA(°C)	UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)	VENTO, VELOCIDADE MEDIA DIARIA(m/s)
2020-03-02	null	3.1	1	24.2	19.5	17.7	90.5	1.88628
2020-03-03	null	0.4	27.6	22.6	18.74	16.2	87.5	3.25812
2020-03-04	null	3.7	0.3	25.5	19.72	15.6	82.75	2.05776
2020-03-05	null	9.4	0	25.6	19.98	15.8	70	2.74368
2020-03-06	null	9.3	0	25.9	20.02	15.8	68.75	3.25812
2020-03-07	null	9	0	27.1	20.56	15.9	70	3.4296
2020-03-08	null	3.7	0	26.7	20.22	16.4	85.25	2.74368
2020-03-09	null	8.4	1	28.3	21.72	16.3	74	3.08664
2020-03-10	null	8.9	0	30.3	22.8	18.5	60.75	2.5722
2020-03-11	null	9.9	0	29.5	22.88	18.5	72.25	2.05776
2020-03-12	null	9.3	0	29.8	22.88	18.6	77.25	2.22924
2020-03-13	null	9	0	31.3	22.9	18.6	75.25	2.91516
2020-03-14	null	8.2	0	31.3	24.06	19.7	70.75	2.5722
2020-03-15	null	10.4	0	31.7	25.16	19.7	63.25	2.05776
2020-03-16	null	10.1	3.2	31.4	24.78	20.8	66.25	2.05776
2020-03-17	null	6.8	10.2	29.3	23.4	20.1	77.25	2.05776
2020-03-18	null	8.3	0	31.6	24.8	20	71.75	1.37184
2020-03-19	null	3.8	4.2	28.6	25.26	22.2	71	2.5722
2020-03-20	null	2.3	0.7	28.4	23.08	20.7	75.75	2.05776
2020-03-21	null	0.2	1.4	23.5	20.76	19.9	73	3.4296
2020-03-22	null	8.5	0.1	26.5	20.68	17.3	74.25	2.91516
2020-03-23	null	10.7	0.3	27.3	20.58	16.6	67.25	3.94404
2020-03-24	null	null	null	null	null	null	null	null
2020-03-25	null	null	null	null	null	null	null	null
2020-03-26	null	null	null	null	null	null	null	null
2020-03-27	null	null	null	null	null	null	null	null
2020-03-28	null	null	null	null	null	null	null	null
2020-03-29	null	null	null	null	null	null	null	null
2020-03-30	null	null	null	null	null	null	null	null
2020-03-31	null	null	null	null	null	null	null	null
2020-04-01	null	null	null	null	null	null	null	null
2020-04-02	null	null	null	null	null	null	null	null
2020-04-03	null	null	null	null	null	null	null	null
2020-04-04	null	null	null	null	null	null	null	null
2020-04-05	null	null	null	null	null	null	null	null
2020-04-06	null	null	null	null	null	null	null	null
2020-04-07	null	null	null	null	null	null	null	null
2020-04-08	null	null	null	null	null	null	null	null
2020-04-09	null	null	null	null	null	null	null	null
2020-04-10	null	null	null	null	null	null	null	null
2020-04-11	null	null	null	null	null	null	null	null
2020-04-12	null	null	null	null	null	null	null	null
2020-04-13	null	null	null	null	null	null	null	null
2020-04-14	null	null	null	null	null	null	null	null
2020-04-15	null	null	null	null	null	null	null	null
2020-04-16	null	null	null	null	null	null	null	null
2020-04-17	null	null	null	null	null	null	null	null
2020-04-18	null	null	null	null	null	null	null	null
2020-04-19	null	null	null	null	null	null	null	null
2020-04-20	null	null	null	null	null	null	null	null
2020-04-21	null	null	null	null	null	null	null	null
2020-04-22	null	null	null	null	null	null	null	null
2020-04-23	null	null	null	null	null	null	null	null
2020-04-24	null	null	null	null	null	null	null	null
2020-04-25	null	null	null	null	null	null	null	null
2020-04-26	null	null	null	null	null	null	null	null
2020-04-27	null	null	null	null	null	null	null	null
2020-04-28	null	null	null	null	null	null	null	null
2020-04-29	null	null	null	null	null	null	null	null
2020-04-30	null	null	null	null	null	null	null	null
2020-05-01	null	null	null	null	null	null	null	null
2020-05-02	null	null	null	null	null	null	null	null
2020-05-03	null	null	null	null	null	null	null	null
2020-05-04	null	null	null	null	null	null	null	null
2020-05-05	null	null	null	null	null	null	null	null
2020-05-06	null	null	null	null	null	null	null	null
2020-05-07	null	null	null	null	null	null	null	null
2020-05-08	null	null	null	null	null	null	null	null
2020-05-09	null	null	null	null	null	null	null	null
2020-05-10	null	null	null	null	null	null	null	null
2020-05-11	null	null	null	null	null	null	null	null
2020-05-12	null	null	null	null	null	null	null	null
2020-05-13	null	null	null	null	null	null	null	null
2020-05-14	null	null	null	null	null	null	null	null
2020-05-15	null	null	null	null	null	null	null	null
2020-05-16	null	null	null	null	null	null	null	null
2020-05-17	null	null	null	null	null	null	null	null
2020-05-18	null	null	null	null	null	null	null	null
2020-05-19	null	null	null	null	null	null	null	null
2020-05-20	null	null	null	null	null	null	null	null
2020-05-21	null	null	null	null	null	null	null	null
2020-05-22	null	null	null	null	null	null	null	null
2020-05-23	null	null	null	null	null	null	null	null
2020-05-24	null	null	null	null	null	null	null	null
2020-05-25	null	null	null	null	null	null	null	null
2020-05-26	null	null	null	null	null	null	null	null
2020-05-27	null	null	null	null	null	null	null	null
2020-05-28	null	null	null	null	null	null	null	null
2020-05-29	null	null	null	null	null	null	null	null
2020-05-30	null	null	null	null	null	null	null	null
2020-05-31	null	null	null	null	null	null	null	null
2020-06-01	null	null	null	null	null	null	null	null
2020-06-02	null	null	null	null	null	null	null	null
2020-06-03	null	null	null	null	null	null	null	null
2020-06-04	null	null	null	null	null	null	null	null
2020-06-05	null	null	null	null	null	null	null	null
2020-06-06	null	null	null	null	null	null	null	null
2020-06-07	null	null	null	null	null	null	null	null
2020-06-08	null	null	null	null	null	null	null	null
2020-06-09	null	null	null	null	null	null	null	null
2020-06-10	null	null	null	null	null	null	null	null
2020-06-11	null	null	null	null	null	null	null	null
2020-06-12	null	null	null	null	null	null	null	null
2020-06-13	null	null	null	null	null	null	null	null
2020-06-14	null	null	null	null	null	null	null	null
2020-06-15	null	null	null	null	null	null	null	null
2020-06-16	null	null	null	null	null	null	null	null
2020-06-17	null	null	null	null	null	null	null	null
2020-06-18	null	null	null	null	null	null	null	null
2020-06-19	null	null	null	null	null	null	null	null
2020-06-20	null	null	null	null	null	null	null	null
2020-06-21	null	null	null	null	null	null	null	null
2020-06-22	null	null	null	null	null	null	null	null
2020-06-23	null	null	null	null	null	null	null	null
2020-06-24	null	null	null	null	null	null	null	null
2020-06-25	null	null	null	null	null	null	null	null
2020-06-26	null	null	null	null	null	null	null	null
2020-06-27	null	null	null	null	null	null	null	null
2020-06-28	null	null	null	null	null	null	null	null
2020-06-29	null	null	null	null	null	null	null	null
2020-06-30	null	null	null	null	null	null	null	null
2020-07-01	null	null	null	null	null	null	null	null
2020-07-02	null	null	null	null	null	null	null	null
2020-07-03	null	null	null	null	null	null	null	null
2020-07-04	null	null	null	null	null	null	null	null
2020-07-05	null	null	null	null	null	null	null	null
2020-07-06	null	null	null	null	null	null	null	null
2020-07-07	null	null	null	null	null	null	null	null
2020-07-08	null	null	null	null	null	null	null	null
2020-07-09	null	null	null	null	null	null	null	null
2020-07-10	null	null	null	null	null	null	null	null
2020-07-11	null	null	null	null	null	null	null	null
2020-07-12	null	null	null	null	null	null	null	null
2020-07-13	null	null	null	null	null	null	null	null
2020-07-14	null	null	null	null	null	null	null	null
2020-07-15	null	null	null	null	null	null	null	null
2020-07-16	null	null	null	null	null	null	null	null
2020-07-17	null	null	null	null	null	null	null	null
2020-07-18	null	null	null	null	null	null	null	null
2020-07-19	null	null	null	null	null	null	null	null
2020-07-20	null	null	null	null	null	null	null	null
2020-07-21	null	null	null	null	null	null	null	null
2020-07-22	null	null	null	null	null	null	null	null
2020-07-23	null	null	null	null	null	null	null	null
2020-07-24	null	null	null	null	null	null	null	null
2020-07-25	null	null	null	null	null	null	null	null
2020-07-26	null	null	null	null	null	null	null	null
2020-07-27	null	null	null	null	null	null	null	null
2020-07-28	null	null	null	null	null	null	null	null
2020-07-29	null	null	null	null	null	null	null	null
2020-07-30	null	null	null	null	null	null	null	null
2020-07-31	null	null	null	null	null	null	null	null
2020-08-01	null	null	null	null	null	null	null	null
2020-08-02	null	null	null	null	null	null	null	null
2020-08-03	null	null	null	null	null	null	null	null
2020-08-04	null	null	null	null	null	null	null	null
2020-08-05	null	null	null	null	null	null	null	null
2020-08-06	null	null	null	null	null	null	null	null
2020-08-07	null	null	null	null	null	null	null	null
2020-08-08	null	null	null	null	null	null	null	null
2020-08-09	null	null	null	null	null	null	null	null
2020-08-10	null	null	null	null	null	null	null	null
2020-08-11	null	null	null	null	null	null	null	null
2020-08-12	null	null	null	null	null	null	null	null
2020-08-13	null	null	null	null	null	null	null	null
2020-08-14	null	null	null	null	null	null	null	null
2020-08-15	null	null	null	null	null	null	null	null
2020-08-16	null	null	null	null	null	null	null	null
2020-08-17	null	null	null	null	null	null	null	null
2020-08-18	null	null	null	null	null	null	null	null
2020-08-19	null	null	null	null	null	null	null	null
2020-08-20	null	null	null	null	null	null	null	null
2020-08-21	null	null	null	null	null	null	null	null
2020-08-22	null	null	null	null	null	null	null	null
2020-08-23	null	null	null	null	null	null	null	null
2020-08-24	null	null	null	null	null	null	null	null
2020-08-25	null	null	null	null	null	null	null	null
2020-08-26	null	null	null	null	null	null	null	null
2020-08-27	null	null	null	null	null	null	null	null
2020-08-28	null	null	null	null	null	null	null	null
2020-08-29	null	null	null	null	null	null	null	null
2020-08-30	null	null	null	null	null	null	null	null
2020-08-31	null	null	null	null	null	null	null	null
2020-09-01	null	null	null	null	null	null	null	null
2020-09-02	null	null	null	null	null	null	null	null
2020-09-03	null	null	null	null	null	null	null	null
2020-09-04	null	null	null	null	null	null	null	null
2020-09-05	null	null	null	null	null	null	null	null
2020-09-06	null	null	null	null	null	null	null	null
2020-09-07	null	null	null	null	null	null	null	null
2020-09-08	null	null	null	null	null	null	null	null
2020-09-09	null	null	null	null	null	null	null	null
2020-09-10	null	null	null	null	null	null	null	null
2020-09-11	null	null	null	null	null	null	null	null
2020-09-12	null	null	null	null	null	null	null	null
2020-09-13	null	null	null	null	null	null	null	null
2020-09-14	null	null	null	null	null	null	null	null
2020-09-15	null	null	null	null	null	null	null	null
2020-09-16	null	null	null	null	null	null	null	null
2020-09-17	null	null	null	null	null	null	null	null
2020-09-18	null	null	null	null	null	null	null	null
2020-09-19	null	null	null	null	null	null	null	null
2020-09-20	null	null	null	null	null	null	null	null
2020-09-21	null	null	null	null	null	null	null	null
2020-09-22	null	null	null	null	null	null	null	null
2020-09-23	null	null	null	null	null	null	null	null
2020-09-24	null	null	null	null	null	null	null	null
2020-09-25	null	null	null	null	null	null	null	null
2020-09-26	null	null	null	null	null	null	null	null
2020-09-27	null	null	null	null	null	null	null	null
2020-09-28	null	null	null	null	null	null	null	null
2020-09-29	null	null	null	null	null	null	null	null
2020-09-30	null	null	null	null	null	null	null	null
2020-10-01	null	null	null	null	null	null	null	null
2020-10-02	null	null	null	null	null	null	null	2.9
2020-10-03	null	null	null	null	null	null	null	4.1
2020-10-04	null	null	null	null	null	null	null	2.5
2020-10-05	null	null	null	null	null	null	null	3.3
2020-10-06	null	null	null	null	null	null	null	2.5
2020-10-07	null	null	null	null	null	null	null	3
2020-10-08	null	null	null	null	null	null	null	3.6
2020-10-09	null	null	null	null	null	null	null	1.5
2020-10-10	null	null	null	null	null	null	null	3.6
2020-10-11	null	null	null	null	null	null	null	2.5
2020-10-12	null	null	null	null	null	null	null	3.3
2020-10-13	null	null	null	null	null	null	null	1.6
2020-10-14	null	null	null	null	null	null	null	2.5
2020-10-15	null	null	null	null	null	null	null	1.6
2020-10-16	null	null	null	null	null	null	null	2.5
2020-10-17	null	null	null	null	null	null	null	1.6
2020-10-18	null	null	null	null	null	null	null	3.3
2020-10-19	null	null	null	null	null	null	null	3
2020-10-20	null	null	null	null	null	null	null	0
2020-10-21	null	null	null	null	null	null	null	2.5
2020-10-22	null	null	null	null	null	null	null	4.1
2020-10-23	null	null	null	null	null	null	null	3.3
2020-10-24	null	null	0	null	null	null	null	3.3
2020-10-25	null	null	null	null	null	null	null	1.6
2020-10-26	null	null	null	null	null	null	null	3.6
2020-10-27	null	null	null	null	null	null	null	3.6
2020-10-28	null	null	null	null	null	null	null	0
2020-10-29	null	null	null	null	null	null	null	3.3
2020-10-30	null	null	null	null	null	null	null	null
2020-10-31	null	null	null	null	null	null	null	null
2020-11-01	null	null	null	null	null	null	null	null
2020-11-02	null	null	null	null	null	null	null	2.5
2020-11-03	null	null	null	null	null	null	null	2.5
2020-11-04	null	null	null	null	null	null	null	2.5
2020-11-05	null	null	null	null	null	null	null	2.5
2020-11-06	null	null	null	null	null	null	null	1.6
2020-11-07	null	null	null	null	null	null	null	null
2020-11-08	null	null	null	null	null	null	null	null
2020-11-09	null	null	null	null	null	null	null	null
2020-11-10	null	null	null	null	null	null	null	null
2020-11-11	null	null	null	null	null	null	null	null
2020-11-12	null	null	null	null	null	null	null	null
2020-11-13	null	null	null	null	null	null	null	null
2020-11-14	null	null	null	null	null	null	null	null
2020-11-15	null	null	null	null	null	null	null	null
2020-11-16	null	null	null	null	null	null	null	null
2020-11-17	null	null	null	null	null	null	null	null
2020-11-18	null	null	null	null	null	null	null	null
2020-11-19	null	null	null	null	null	null	null	null
2020-11-20	null	null	null	null	null	null	null	null
2020-11-21	null	null	null	null	null	null	null	null
2020-11-22	null	null	null	null	null	null	null	null
2020-11-23	null	null	null	null	null	null	null	null
2020-11-24	null	null	null	null	null	null	null	null
2020-11-25	null	null	null	null	null	null	null	null
2020-11-26	null	null	null	null	null	null	null	null
2020-11-27	null	null	null	null	null	null	null	null
2020-11-28	null	null	null	null	null	null	null	null
2020-11-29	null	null	null	null	null	null	null	null
2020-11-30	null	null	null	null	null	null	null	null
2020-12-01	null	null	null	null	null	null	null	null
2020-12-02	null	null	null	null	null	null	null	null
2020-12-03	null	null	null	null	null	null	null	null
2020-12-04	null	null	null	null	null	null	null	null
2020-12-05	null	null	null	null	null	null	null	null
2020-12-06	null	null	null	null	null	null	null	null
2020-12-07	null	null	null	null	null	null	null	null
2020-12-08	null	null	null	null	null	null	null	null
2020-12-09	null	null	null	null	null	null	null	null
2020-12-10	null	null	null	null	null	null	null	null
2020-12-11	null	null	null	null	null	null	null	null
2020-12-12	null	null	null	null	null	null	null	null
2020-12-13	null	null	null	null	null	null	null	null
2020-12-14	null	null	null	null	null	null	null	null
2020-12-15	null	null	null	null	null	null	null	null
2020-12-16	null	null	null	null	null	null	null	null
2020-12-17	null	null	null	null	null	null	null	null
2020-12-18	null	null	null	null	null	null	null	null
2020-12-19	null	null	null	null	null	null	null	null
2020-12-20	null	null	null	null	null	null	null	null
2020-12-21	null	null	null	null	null	null	null	null
2020-12-22	null	null	null	null	null	null	null	null
2020-12-23	null	null	null	null	null	null	null	null
2020-12-24	null	null	null	null	null	null	null	null
2020-12-25	null	null	null	null	null	null	null	null
2020-12-26	null	null	null	null	null	null	null	null
2020-12-27	null	null	null	null	null	null	null	null
2020-12-28	null	null	null	null	null	null	null	null
2020-12-29	null	null	null	null	null	null	null	null
2020-12-30	null	null	null	null	null	null	null	null
2020-12-31	null	null	null	null	null	null	null	null
2021-01-01	null	null	null	null	null	null	null	null
2021-01-02	null	null	null	null	null	null	null	null
2021-01-03	null	null	null	null	null	null	null	null
2021-01-04	null	null	null	null	null	null	null	null
2021-01-05	null	null	null	null	null	null	null	null
2021-01-06	null	null	null	null	null	null	null	null
2021-01-07	null	null	null	null	null	null	null	null
2021-01-08	null	null	null	null	null	null	null	null
2021-01-09	null	null	null	null	null	null	null	null
2021-01-10	null	null	null	null	null	null	null	null
2021-01-11	null	null	null	null	null	null	null	null
2021-01-12	null	null	null	null	null	null	null	null
2021-01-13	null	null	null	null	null	null	null	null
2021-01-14	null	null	null	null	null	null	null	null
2021-01-15	null	null	null	null	null	null	null	null
2021-01-16	null	null	null	null	null	null	null	null
2021-01-17	null	null	null	null	null	null	null	null
2021-01-18	null	null	null	null	null	null	null	null
2021-01-19	null	null	null	null	null	null	null	null
2021-01-20	null	null	null	null	null	null	null	null
2021-01-21	null	null	null	null	null	null	null	null
2021-01-22	null	null	null	null	null	null	null	null
2021-01-23	null	null	null	null	null	null	null	null
2021-01-24	null	null	null	null	null	null	null	null
2021-01-25	null	null	null	null	null	null	null	null
2021-01-26	null	null	null	null	null	null	null	null
2021-01-27	null	null	null	null	null	null	null	null
2021-01-28	null	null	null	null	null	null	null	null
2021-01-29	null	null	null	null	null	null	null	null
2021-01-30	null	null	null	null	null	null	null	null
2021-01-31	null	null	null	null	null	null	null	null
2021-02-01	null	null	null	null	null	null	null	null
2021-02-02	null	null	null	null	null	null	null	null
2021-02-03	null	null	null	null	null	null	null	null
2021-02-04	2.8	7.5	0	27.1	null	17.1	null	2.5
2021-02-05	null	null	null	null	null	null	null	null
2021-02-06	null	null	null	null	null	null	null	1.6
2021-02-07	null	null	null	null	null	null	null	null
2021-02-08	null	null	null	null	null	null	null	null
2021-02-09	null	null	null	null	null	null	null	null
2021-02-10	null	null	null	null	null	null	null	null
2021-02-11	null	null	null	null	null	null	null	null
2021-02-12	null	null	null	null	null	null	null	null
2021-02-13	null	null	null	null	null	null	null	null
2021-02-14	null	null	null	null	null	null	null	null
2021-02-15	null	null	null	null	null	null	null	null
2021-02-16	null	null	null	null	null	null	null	null
2021-02-17	null	null	null	null	null	null	null	null
2021-02-18	null	null	null	null	null	null	null	null
2021-02-19	null	null	null	null	null	null	null	null
2021-02-20	null	null	null	null	null	null	null	null
2021-02-21	null	null	null	null	null	null	null	null
2021-02-22	null	null	null	null	null	null	null	null
2021-02-23	null	null	null	null	null	null	null	null
2021-02-24	null	null	null	null	null	null	null	null
2021-02-25	null	null	null	null	null	null	null	null
2021-02-26	null	null	null	null	null	null	null	null
2021-02-27	null	null	null	null	null	null	null	null
2021-02-28	null	null	null	null	null	null	null	null
2021-03-01	null	null	null	30.3	null	null	null	1.54332
2021-03-02	3.7	7	0	31.5	24.7	21.8	null	0
2021-03-03	5.2	7.1	0	30.6	25.46	23.9	null	0.8
2021-03-04	6.8	6.7	0	29.7	24.88	21.1	null	2.5
2021-03-05	3	1	0	25.6	22.72	20.8	null	3.3
2021-03-06	5	0.8	30.2	24.5	null	null	null	1.25
2021-03-07	null	null	null	null	null	null	null	null
2021-03-08	null	5.3	7.4	27.8	22.78	20.7	null	1.65
2021-03-09	3.2	7.7	0	29.5	null	null	null	2.05
2021-03-10	6	9.5	0	29.5	22.24	18.6	null	2.05
2021-03-11	5.5	6.9	0	29.3	null	null	null	1.25
2021-03-12	4	8.1	17.3	30.7	null	null	null	0.8
2021-03-13	5	8.8	0	30.3	null	null	null	0.8
2021-03-14	null	null	null	null	null	null	null	null
2021-03-15	null	8.1	1	30.3	null	null	null	0.8
2021-03-16	4.8	null	0	31.5	null	null	null	0
2021-03-17	null	null	null	null	null	null	null	null
2021-03-18	null	null	null	null	null	null	null	null
2021-03-19	null	null	null	null	null	null	null	null
2021-03-20	null	null	null	null	null	null	null	null
2021-03-21	null	null	null	null	null	null	null	null
2021-03-22	null	null	null	null	null	null	null	null
2021-03-23	null	null	null	null	null	null	null	null
2021-03-24	null	null	null	null	null	null	null	null
2021-03-25	null	null	null	null	null	null	null	null
2021-03-26	null	null	null	null	null	null	null	null
2021-03-27	null	null	null	null	null	null	null	null
2021-03-28	null	null	null	null	null	null	null	null
2021-03-29	null	null	null	null	null	null	null	null
2021-03-30	null	null	null	null	null	null	null	null
2021-03-31	null	null	null	null	null	null	null	null
2021-04-01	null	null	null	null	null	null	null	null
2021-04-02	null	null	null	null	null	null	null	null
2021-04-03	null	null	null	null	null	null	null	null
2021-04-04	null	null	null	null	null	null	null	null
2021-04-05	null	null	null	null	null	null	null	null
2021-04-06	null	null	null	null	null	null	null	null
2021-04-07	null	null	null	null	null	null	null	null
2021-04-08	null	null	null	null	null	null	null	null
2021-04-09	null	null	null	null	null	null	null	null
2021-04-10	null	null	null	null	null	null	null	null
2021-04-11	null	null	null	null	null	null	null	null
2021-04-12	null	null	null	null	null	null	null	null
2021-04-13	null	null	null	null	null	null	null	null
2021-04-14	null	null	null	null	null	null	null	null
2021-04-15	null	null	null	null	null	null	null	null
2021-04-16	null	null	null	null	null	null	null	null
2021-04-17	null	null	null	null	null	null	null	null
2021-04-18	null	null	null	null	null	null	null	null
2021-04-19	null	null	null	null	null	null	null	null
2021-04-20	null	null	null	null	null	null	null	null
2021-04-21	null	null	null	null	null	null	null	null
2021-04-22	null	null	null	null	null	null	null	null
2021-04-23	null	null	null	null	null	null	null	null
2021-04-24	null	null	null	null	null	null	null	null
2021-04-25	null	null	null	null	null	null	null	null
2021-04-26	null	null	null	null	null	null	null	null
2021-04-27	null	null	null	null	null	null	null	null
2021-04-28	null	null	null	null	null	null	null	null
2021-04-29	null	null	null	null	null	null	null	null
2021-04-30	null	null	null	null	null	null	null	null
2021-05-01	null	null	null	null	null	null	null	null
2021-05-02	null	null	null	null	null	null	null	null
2021-05-03	null	null	null	null	null	null	null	null
2021-05-04	null	null	null	null	null	null	null	null
2021-05-05	null	null	null	null	null	null	null	null
2021-05-06	null	null	null	null	null	null	null	null
2021-05-07	null	null	null	null	null	null	null	null
2021-05-08	null	null	null	null	null	null	null	null
2021-05-09	null	null	null	null	null	null	null	null
2021-05-10	null	null	null	null	null	null	null	null
2021-05-11	null	null	null	null	null	null	null	null
2021-05-12	null	null	null	null	null	null	null	null
2021-05-13	null	null	null	null	null	null	null	null
2021-05-14	null	null	null	null	null	null	null	null
2021-05-15	null	null	null	null	null	null	null	null
2021-05-16	null	null	null	null	null	null	null	null
2021-05-17	null	null	null	null	null	null	null	null
2021-05-18	null	null	null	null	null	null	null	null
2021-05-19	null	null	null	null	null	null	null	null
2021-05-20	null	null	null	null	null	null	null	null
2021-05-21	null	null	null	null	null	null	null	null
2021-05-22	null	null	null	null	null	null	null	null
2021-05-23	null	null	null	null	null	null	null	null
2021-05-24	null	null	null	null	null	null	null	null
2021-05-25	null	null	null	null	null	null	null	null
2021-05-26	null	null	null	null	null	null	null	null
2021-05-27	null	null	null	null	null	null	null	null
2021-05-28	null	null	null	null	null	null	null	null
2021-05-29	null	null	null	null	null	null	null	null
2021-05-30	null	null	null	null	null	null	null	null
2021-05-31	null	null	null	null	null	null	null	null
2021-06-01	null	null	null	null	null	null	null	null
2021-06-02	null	null	null	null	null	null	null	null
2021-06-03	null	null	null	null	null	null	null	null
2021-06-04	null	null	null	null	null	null	null	null
2021-06-05	null	null	null	null	null	null	null	null
2021-06-06	null	null	null	null	null	null	null	null
2021-06-07	null	null	null	null	null	null	null	null
2021-06-08	null	null	null	null	null	null	null	null
2021-06-09	null	null	null	null	null	null	null	null
2021-06-10	null	0	0	20.9	18.84	17	87	2.45
2021-06-11	1.3	0.1	3.2	19.2	17	15.7	87	2.45
2021-06-12	null	null	0	null	null	13.1	null	0
2021-06-13	null	null	null	null	null	null	null	null
2021-06-14	2.2	7.8	0	22.3	16.22	13.9	83	0.8
2021-06-15	1.7	6.7	0	23.5	16.36	12.4	89	0.8
2021-06-16	3.2	3.1	0	20.3	15.84	13.3	82	2.45
2021-06-17	2.4	2.8	0	19.8	15.3	13.3	89	0.8
2021-06-18	1.9	7	0	20.8	15.36	11.8	82	0.4
2021-06-19	null	null	null	null	null	null	null	null
2021-06-20	null	null	null	null	null	null	null	null
2021-06-21	null	3	null	20.1	16.14	14	86	0
2021-06-22	2	0.6	6	19.3	15.94	13.8	89	0.8
2021-06-23	1	2.9	0	19.7	15.52	12.9	85	2.9
2021-06-24	2	8.5	0	24.5	18.74	12.6	65	1.25
2021-06-25	4	5	0	26.4	19.08	13.6	null	0.4
2021-06-26	null	null	null	null	null	null	null	null
2021-06-27	null	null	null	null	null	null	null	null
2021-06-28	null	7.3	0	23.7	17.94	15.7	87	0.8
2021-06-29	3.2	0	0	17.1	13.22	11.5	null	1.6
2021-06-30	2.1	7.6	0	15.5	10.38	7	null	0
2021-07-01	2.9	7	0	19.1	12.22	6.5	86	0.8
2021-07-02	3	8.5	0	24	16.16	9.2	74	1.25
2021-07-03	null	null	null	null	null	null	null	null
2021-07-04	null	null	null	null	null	null	null	null
2021-07-05	null	6.7	0	22	16.66	14.3	78	0.8
2021-07-06	2.7	6.6	0	20.8	15.78	13.3	77	1.6
2021-07-07	2.3	7.3	0	21.3	15.54	10.8	80	2.05
2021-07-08	2.5	8.3	0	23.3	15.96	12.3	82	0
2021-07-09	3	7	0	22.7	16.42	12.6	85	1.65
2021-07-10	null	null	null	null	null	null	null	null
2021-07-11	null	null	null	null	null	null	null	null
2021-07-12	null	8.8	0	26.1	19.06	15.6	78	0.8
2021-07-13	4.5	8.4	0	26	18.86	12.3	68	0.8
2021-07-14	5.1	7.8	0	25.3	19.5	13	55	0
2021-07-15	6.1	8.2	0	27.1	21.14	14.8	48	1.95
2021-07-16	7.3	2	0	23.3	17.76	15.7	91	1.8
2021-07-17	null	null	null	null	null	null	null	null
2021-07-18	null	null	null	null	null	null	null	null
2021-07-19	null	8.5	0	19.8	13.66	9.3	49	1.25
2021-07-20	5.5	8.1	0	18.7	12.02	6.2	73	2
2021-07-21	3.3	7.4	0	21.8	14.8	8.6	67	0.75
2021-07-22	2.7	8.2	0	22.9	14.12	8.2	86	0.4
2021-07-23	2.7	8.5	0	24.5	17.32	10.1	62	0.8
2021-07-24	null	null	null	null	null	null	null	null
2021-07-25	null	null	null	null	null	null	null	null
2021-07-26	null	8.3	0	27.5	21.18	16.6	59	0
2021-07-27	10	8	0	28.3	22.78	16.2	38	0.65
2021-07-28	7.1	0	21.4	24.8	13	8.9	98	1.6
2021-07-29	2.4	9.2	9.8	14.5	8.04	5.2	null	0.8
2021-07-30	2.9	9	0	13.7	8.5	4.3	78	1
2021-07-31	2.6	8.8	0	null	null	6.3	null	1.6
2021-08-01	null	null	null	null	null	null	null	null
2021-08-02	null	7.2	0	21.6	15.16	11.6	84	1.6
2021-08-03	2.5	3	0	17.8	13.48	11.6	86	1.65
2021-08-04	2.5	5.5	0	19.8	13.86	10.8	84	1.6
2021-08-05	3	4.9	0	20.1	15.22	11.8	83	1.6
2021-08-06	3	6.4	0	23.5	17.28	13.1	83	5.75
2021-08-07	null	null	null	null	null	null	null	null
2021-08-08	null	null	null	null	null	null	null	null
2021-08-09	null	8.6	0	27.1	20.96	16.9	53	0
2021-08-10	6.1	9.6	0	28	21.1	13.3	45	0.4
2021-08-11	8.2	3.6	0	23	16.54	13.9	80.25	1.533333
2021-08-12	2.3	0	0	16.2	13.92	12.8	90	1.333333
2021-08-13	1.2	0	1.2	16.1	14.22	12.8	90	0.8
2021-08-14	1.1	1.7	0.8	19.8	15.88	12.6	83.75	1.6
2021-08-15	1.5	6.6	0	26.4	18.06	13.8	80	0.666667
2021-08-16	2.3	2.8	0	21.3	17.18	15	78.5	2.166667
2021-08-17	2.4	9.4	0	30.8	20.96	12.8	63.25	0.333333
2021-08-18	4.8	9.8	0	31.6	23.68	16	49.75	0.7
2021-08-19	5.2	10	0	31.8	22.86	16.2	45.25	0
2021-08-20	9.4	9.8	0	30.6	23.94	16.8	41	0.866667
2021-08-21	8.1	10	0	29.3	22.6	16.8	43.5	1
2021-08-22	8	10.1	0	29.3	23.32	16	37.25	0.266667
2021-08-23	9	9.2	0	30.7	23.38	16.2	40.25	1.333333
2021-08-24	8.6	8.3	0	32.6	24.04	17.9	45	0.666667
2021-08-25	13.1	7.7	0	32.3	25.22	18.3	41	0.266667
2021-08-26	5	8.7	0	32.8	23.36	19.6	56	1.333333
2021-08-27	9.5	0	0	20.4	17.08	15.8	85.75	3.466667
2021-08-28	1.8	0	27	17.1	15.68	14.3	91.75	1.366667
2021-08-29	1.1	0	13.6	19.5	16.98	15.9	85.5	1.666667
2021-08-30	1.3	6.7	1.7	22.3	17.8	15.3	77.25	4.1
